2_theta_1,intensity_1,2_theta_2,intensity_2,2_theta_3,intensity_3,material_name,material_formula
46.41,100,76.08,80,52.71,80,Mayingite,IrBiTe
46.41,100,52.71,80,76.08,80,Mayingite,IrBiTe
46.38,100,31.45,81,57.13,23,Vavrinite,Ni2SbTe2
46.38,100,32.63,100,33.30,80,Chrisstanleyite,Ag2Pd3Se4
46.38,100,28.74,68,32.42,53,Pizgrischite,"(Cu,Fe)Cu14PbBi17S35"
46.28,100,40.80,80,20.69,80,Cryolithionite,Na3Li3Al2F12
46.28,100,32.29,65,27.86,57,Anilite,Cu7S4
46.28,100,27.95,95,54.90,80,Eskebornite,CuFeSe2
46.28,100,20.69,80,40.80,80,Cryolithionite,Na3Li3Al2F12
46.16,100,29.18,100,27.51,100,Fergusonite-beta-(Ce),"(Ce,La,Nd)NbO4"
46.16,100,27.51,100,29.18,100,Fergusonite-beta-(Ce),"(Ce,La,Nd)NbO4"
46.08,100,67.31,82,37.60,50,Magnesiostaurolite,"[ ]4Mg4Al16(Al,[ ])2Si8O40[O6,(OH)2]"
45.96,100,32.05,40,27.77,40,Digenite,Cu9S5
45.96,100,27.77,40,32.05,40,Digenite,Cu9S5
45.89,100,72.87,60,43.32,60,Hexaferrum,"(Fe,Os,Ru,Ir)"
45.89,100,43.32,60,72.87,60,Hexaferrum,"(Fe,Os,Ru,Ir)"
45.86,100,47.20,100,41.99,65,Perryite,"(Ni,Fe)8(Si,P)3"
45.86,100,47.36,100,42.82,40,Orcelite,Ni5-xAs2 (x=0.23)
45.79,100,48.05,100,28.97,100,Hypercinnabar,HgS
45.74,100,30.62,90,31.41,60,Larosite,"(Cu,Ag)21(Pb,Bi)2S13"
45.59,100,33.80,100,41.19,70,Majakite,PdNiAs
45.57,100,42.82,40,40.04,20,Algodonite,Cu6As
45.55,100,36.88,100,65.70,60,Surinamite,"(Mg,Fe++)3Al4BeSi3O16"
45.55,100,33.15,80,30.17,80,Insizwaite,"Pt(Bi,Sb)2"
45.55,100,30.17,80,33.15,80,Insizwaite,"Pt(Bi,Sb)2"
45.52,100,80.19,100,50.17,90,Fersilicite,FeSi
45.30,100,47.30,80,46.79,80,Xifengite,Fe5Si3
45.30,100,26.35,100,26.19,100,Ardaite,Pb19Sb13S35Cl7
45.30,100,46.79,80,47.30,80,Xifengite,Fe5Si3
45.30,100,26.19,100,26.35,100,Ardaite,Pb19Sb13S35Cl7
45.30,-,31.58,-,56.36,-,Hapkeite,Fe2Si
45.28,100,44.28,90,43.27,80,Koutekite,Cu5As2
45.23,100,30.06,100,51.35,80,Michenerite,"(Pd,Pt)BiTe"
45.19,100,83.22,30,66.23,10,Suessite,"(Fe,Ni)3Si"
45.19,100,47.67,60,50.20,20,Melliniite,"(Ni,Fe)4P"
45.16,100,38.07,100,20.97,100,Khaidarkanite,Na0.34Cu4Al3(OH)14F3•2(H2O)
45.16,100,20.97,100,38.07,100,Khaidarkanite,Na0.34Cu4Al3(OH)14F3•2(H2O)
45.07,100,43.92,70,37.77,65,Cohenite,"(Fe,Ni,Co)3C"
45.07,100,38.78,90,65.49,50,Griceite,LiF
45.07,100,32.04,50,35.77,40,Sheldrickite,NaCa3(CO3)2F3•(H2O)
45.07,100,29.96,75,26.75,70,Aurostibite,AuSb2
45.07,100,53.44,100,33.28,90,Maucherite,Ni11As8
44.90,100,28.68,100,32.10,80,Bariosincosite,Ba(V++++O)2(PO4)2•4(H2O)
44.83,100,43.25,100,38.27,100,Calcioancylite-(Ce),CaCe(CO3)2(OH)•(H2O)
44.83,-,38.27,-,31.59,-,Tertschite,Ca4B10O19•20(H2O)
44.83,100,31.82,70,28.68,70,Korzhinskite,CaB2O4•(H2O)
44.83,100,31.36,100,29.36,100,Marianoite,"Na2Ca4(Nb,Zr)2(Si2O7)2(O,F)4"
44.83,100,26.83,90,53.01,80,Berzelianite,Cu2Se
44.83,100,28.68,70,31.82,70,Korzhinskite,CaB2O4•(H2O)
44.83,100,29.36,100,31.36,100,Marianoite,"Na2Ca4(Nb,Zr)2(Si2O7)2(O,F)4"
44.83,100,38.27,100,43.25,100,Calcioancylite-(Ce),CaCe(CO3)2(OH)•(H2O)
44.83,100,50.67,100,33.15,100,Wilkmanite,Ni3Se4
44.83,100,83.22,100,65.18,80,Chromferide,"Fe3Cr1-x (x=0,6)"
44.76,100,31.22,100,25.21,50,Mummeite,Cu0.58Ag3.11Pb1.10Bi6.65S13
44.67,100,82.35,30,65.03,20,Iron,Fe
44.60,100,46.11,60,64.93,30,Kamacite,"alpha-(Fe,Ni)"
44.60,100,31.36,100,25.14,80,Thorbastnasite,"Th(Ca,Ce)(CO3)2F2•3(H2O)"
44.60,100,31.25,70,25.28,60,Vulcanite,CuTe
44.51,100,51.85,42,76.37,21,Nickel,Ni
44.41,100,48.90,50,78.46,24,Brownleeite,MnSi
44.39,100,81.75,30,115.26,20,Chromium,Cr
44.37,100,82.35,90, <90 ,80,Ferchromide,"Cr3Fe1-x(x=0,6)"
44.37,100,17.37,100,8.75,60,Uranocircite,Ba(UO2)2(PO4)2•12(H2O)
44.28,100,45.98,67,39.89,44,Mavlyanovite,Mn5Si3
44.23,100,38.61,50,78.61,40,IMA2008-055,"(Ni,Fe,Ir)"
44.23,100,78.61,50,69.76,40,IMA2008-055,"(Ni,Fe,Ir)"
44.14,100,69.76,80,41.19,70,Jedwabite,"Fe7(Ta,Nb)3"
44.14,100,48.16,70,46.16,50,Domeykite,Cu3As
44.14,100,41.58,50,37.77,30,Isovite,"(Cr,Fe)23C6"
44.14,100,28.87,100,25.65,100,Sulfoborite,"Mg3B2(SO4)(OH)8(OH,F)2"
44.14,100,25.65,100,28.87,100,Sulfoborite,"Mg3B2(SO4)(OH)8(OH,F)2"
44.14,100,62.44,100,41.99,100,Niggliite,PtSn
44.14,100,92.54,100,9.18,100,Freboldite,CoSe
44.01,100,38.39,40,42.15,35,Ruthenium,"(Ru,Ir,Os)"
43.98,100,33.99,90,30.10,90,Pyrrhotite,Fe(1-x)S (x=0-0.17)
43.98,100,30.10,90,33.99,90,Pyrrhotite,Fe(1-x)S (x=0-0.17)
43.96,100,29.32,70,32.90,50,Boracite,Mg3B7O13Cl
43.92,100,75.30,25,91.54,16,Diamond,C
43.92,100,53.21,75,33.93,75,Heideite,"(Fe,Cr)1+x(Ti,Fe)2S4"
43.92,100,51.28,30,75.37,20,Awaruite,Ni2Fe to Ni3Fe
43.92,100,20.35,100,29.36,100,Zemkorite,"(Na,K)2Ca(CO3)2"
43.92,100,41.19,100,38.44,100,Siderazot,Fe5N2
43.92,100,29.36,100,20.35,100,Zemkorite,"(Na,K)2Ca(CO3)2"
43.92,100,33.93,75,53.21,75,Heideite,"(Fe,Cr)1+x(Ti,Fe)2S4"
43.92,100,41.19,100,38.44,100,Siderazot,Fe5N2
43.92,100,29.36,100,35.60,100,Zemkorite,"(Na,K)2Ca(CO3)2"
43.92,100,29.36,100,20.35,100,Zemkorite,"(Na,K)2Ca(CO3)2"
43.92,100,33.93,75,53.21,75,Heideite,"(Fe,Cr)1+x(Ti,Fe)2S4"
43.89,100,38.49,91,41.21,61,Bromellite,BeO
43.89,100,33.20,70,42.53,50,Ruthenarsenite,"(Ru,Ni)As"
43.80,100,29.73,90,26.78,90,Itoite,Pb3[GeO2(OH)2](SO4)2
43.80,100,26.78,90,29.73,90,Itoite,Pb3[GeO2(OH)2](SO4)2
43.74,100,63.54,80,37.54,80,Carlsbergite,CrN
43.74,100,37.54,80,63.54,80,Carlsbergite,CrN
43.69,100,35.02,50,31.70,40,Cuprostibite,"Cu2(Sb,Tl)"
43.69,100,27.95,100,25.43,100,Banalsite,BaNa2Al4Si4O16
43.69,100,26.67,80,31.36,80,Vurroite,"Pb20Sn2(Bi,As)22S54Cl6"
43.69,100,26.51,60,45.59,40,Rickardite,Cu7Te5
43.69,100,31.36,80,33.28,80,Vurroite,"Pb20Sn2(Bi,As)22S54Cl6"
43.69,100,45.59,60,35.16,40,Rickardite,Cu7Te5
43.69,100,25.43,100,27.95,100,Banalsite,BaNa2Al4Si4O16
43.69,100,31.36,80,26.67,80,Vurroite,"Pb20Sn2(Bi,As)22S54Cl6"
43.65,100,50.88,85,50.55,83,Sugakiite,"Cu(Fe,Ni)8S8"
43.56,100,31.27,70,18.28,65,Shomiokite-(Y),Na3Y(CO3)3•3(H2O)
43.52,100,39.87,100,33.13,90,Kutinaite,Cu14Ag6As7
43.47,100,91.00,80,50.67,80,Taenite,"gamma-(Fe,Ni)"
43.47,100,50.67,80,91.00,80,Taenite,"gamma-(Fe,Ni)"
43.47,100,68.25,40,41.85,40,Danbaite,CuZn2
43.47,100,41.85,40,68.25,40,Danbaite,CuZn2
43.36,100,35.14,90,57.52,80,Corundum,Al2O3
43.30,100,50.43,46,74.13,20,Copper,Cu
43.30,100,37.28,91,62.92,57,Bunsenite,NiO
43.27,100,79.79,80,95.09,60,Zhanghengite,"(Cu,Zn,Fe,Al,Cr)"
43.25,100,45.07,70,24.64,70,Weissite,Cu1.9Te
43.25,100,33.67,60,53.21,50,Troilite,FeS
43.25,100,30.48,80,29.96,80,Montbrayite,"(Au,Sb)2Te3"
43.25,100,29.96,80,30.48,80,Montbrayite,"(Au,Sb)2Te3"
43.25,100,24.64,70,45.07,70,Weissite,Cu1.9Te
43.25,100,44.83,100,38.27,100,Calcioancylite-(Ce),CaCe(CO3)2(OH)•(H2O)
43.23,100,36.30,53,38.99,40,Zinc,Zn
43.12,100,55.11,80,14.48,80,Edgarite,FeNb2S6
43.12,100,14.48,80,34.38,80,Edgarite,FeNb2S6
43.12,100,14.48,80,55.11,80,Edgarite,FeNb2S6
43.08,100,40.68,26,37.73,24,Hexamolybdenum,"(Mo,Ru,Fe,Ir,Os)"
43.04,100,41.93,80,50.22,70,Tongxinite,Cu2Zn
43.04,100,50.22,80,49.24,70,Tongxinite,Cu2Zn
42.93,100,40.49,34,37.64,32,Rhenium,Re
42.91,100,62.30,52,78.61,12,Periclase,MgO
42.72,100,38.18,80,69.52,50,Stillwaterite,Pd8As3
42.70,40,38.70,40,20.29,40,Tischendorfite,Pd8Hg3Se9
42.70,40,20.29,40,18.40,40,Tischendorfite,Pd8Hg3Se9
42.70,40,20.29,40,38.70,40,Tischendorfite,Pd8Hg3Se9
42.65,100,25.76,100,50.55,60,Cameronite,AgCu7Te10
42.63,100,38.89,100,45.52,70,Oregonite,Ni2FeAs2
42.61,100,36.66,72,61.80,45,Osbornite,TiN
42.57,100,125.36,100,147.66,70,Skaergaardite,CuPd
42.53,100,40.41,97,47.54,44,IMA2007-036,TiFeSi2
42.40,100,78.00,80,93.33,40,Bortnikovite,Pd4Cu3Zn
42.40,100,38.44,60,66.23,40,Arsenopalladinite,"Pd8(As,Sb)3"
42.40,100,11.62,100,30.06,90,Uralborite,CaB2O2(OH)4
42.40,100,50.67,100,57.95,100,Lindsleyite,"(Ba,Sr)(Ti,Cr,Fe,Mg)21O38"
42.40,100,78.30,100,69.58,60,Osmium,"(Os,Ir)"
42.38,100,31.08,100,26.27,100,Crichtonite,"(Sr,La,Ce,Y)(Ti,Fe+++,Mn)21O38"
42.38,100,26.27,100,31.08,100,Crichtonite,"(Sr,La,Ce,Y)(Ti,Fe+++,Mn)21O38"
42.32,100,38.58,100,29.65,100,Nabiasite,"BaMn9[(V,As)O4]6(OH)2"
42.32,100,29.65,100,61.34,100,Nabiasite,"BaMn9[(V,As)O4]6(OH)2"
42.32,100,29.65,100,38.58,100,Nabiasite,"BaMn9[(V,As)O4]6(OH)2"
42.23,100,48.93,70,72.35,60,Nielsenite,PdCu3
42.23,100,72.35,70,24.32,60,Nielsenite,PdCu3
42.19,100,56.78,90,27.51,70,Sinhalite,MgAlBO4
42.19,100,40.80,90,34.47,70,Palladoarsenide,Pd2As
42.19,100,56.78,100,30.27,100,Bismutite,Bi2(CO3)O2
42.19,100,56.59,100,42.99,60,Pseudosinhalite,Mg2Al3B2O9(OH)
42.19,100,64.68,100,40.04,90,Mathiasite,"(K,Ca,Sr)(Ti,Cr,Fe,Mg)21O38"
42.11,100,90.89,80,60.50,70,Hongquiite,TiO
42.07,100,60.99,80,36.25,70,Wustite,FeO
41.99,100,39.31,55,38.10,40,Taimyrite,"(Pd,Cu,Pt)3Sn"
41.99,100,44.14,100,62.44,100,Niggliite,PtSn
41.97,100,38.17,100,48.85,80,Haxonite,"(Fe,Ni)23C6"
41.87,100,29.33,80,12.58,60,Henryite,Cu4Ag3Te4
41.78,100,35.16,80,29.45,70,Stutzite,"Ag5-xTe3,(x=0.24-0.36)"
41.78,100,22.61,75,32.17,63,Antarcticite,CaCl2•6(H2O)
41.72,100,61.07,100,27.95,100,Babefphite,"BaBe(PO4)(F,O)"
41.72,100,72.74,100,60.50,80,Khamrabaevite,"(Ti,V,Fe)C"
41.66,100,26.29,100,47.17,80,Stenonite,"(Sr,Ba,Na)2Al(CO3)F5"
41.64,100,38.17,90,127.19,80,Isomertieite,Pd11Sb2As2
41.58,100,45.42,70,46.41,70,Nickelphosphide,"(Ni,Fe)3P"
41.58,100,46.41,70,45.42,70,Nickelphosphide,"(Ni,Fe)3P"
41.54,100,33.05,100,33.82,90,Crawfordite,Na3Sr(PO4)(CO3)
41.50,100,47.36,100,26.75,100,Genthelvite,Zn4Be3(SiO4)3S
41.46,100,35.25,90,28.35,90,Ungarettiite,NaNa2(Mn++2Mn+++3)Si8O22O2
41.46,100,28.35,90,35.25,90,Ungarettiite,NaNa2(Mn++2Mn+++3)Si8O22O2
41.40,100,89.51,80,82.95,80,Tulameenite,Pt2FeCu
41.40,100,82.95,80,89.51,80,Tulameenite,Pt2FeCu
41.38,100,42.19,80,32.90,80,Ferriallanite-(Ce),"CaCe(Fe+++,Fe++,Al)3[SiO4][Si2O7]O(OH)"
41.38,100,40.41,100,33.54,100,Kotoite,Mg3B2O6
41.38,100,33.54,100,40.41,100,Kotoite,Mg3B2O6
41.38,100,32.90,80,42.19,80,Ferriallanite-(Ce),"CaCe(Fe+++,Fe++,Al)3[SiO4][Si2O7]O(OH)"
41.38,100,162.84,100,138.39,90,Sudburyite,"(Pd,Ni)Sb"
41.19,100,43.25,80,59.18,50,Cesarolite,PbH2Mn++++3O8
41.19,100,30.44,89,28.75,78,Zoltaiite,BaV++++2V+++12Si2O27
41.19,100,43.04,70,45.98,70,Schreibersite,"(Fe,Ni)3P"
41.19,100,38.44,100,43.92,100,Siderazot,Fe5N2
41.19,100,43.92,100,75.37,75,Lonsdaleite,C
41.19,100,38.44,100,43.92,100,Siderazot,Fe5N2
41.19,100,43.92,100,75.37,75,Lonsdaleite,C
41.17,100,84.65,85,47.91,75,Roaldite,"(Fe,Ni)4N"
41.17,100,47.30,70,70.06,60,Tetraferroplatinum,PtFe
41.17,100,39.47,90,77.55,60,Mertieite-II,"Pd8(Sb,As)3"
41.15,100,46.92,50,71.15,40,Ferronickelplatinum,Pt2FeNi
41.15,100,29.48,100,43.30,80,Stumpflite,"Pt(Sb,Bi)"
41.13,100,49.67,100,27.33,90,Chukhrovite-(Y),"Ca3(Y,Ce)Al2(SO4)F13•10(H2O)"
41.11,100,39.67,100,58.48,50,Stibiopalladinite,Pd5Sb2
41.07,100,52.75,90,11.28,90,Solongoite,Ca2B3O4(OH)4Cl
41.07,100,11.28,90,52.75,90,Solongoite,Ca2B3O4(OH)4Cl
41.05,100,37.52,80,74.61,30,Miessiite,Pd11Te2Se2
40.99,100,39.67,100,58.36,70,Stannopalladinite,"(Pd,Cu)3Sn2 (?)"
40.99,100,23.52,70,20.83,50,Tsnigriite,"Ag9SbTe3(S,Se)3"
40.82,100,32.58,100,43.25,90,Hsianghualite,Ca3Li2Be3(SiO4)3F2
40.80,100,31.59,92,40.04,87,Karlite,"(Mg,Al)6(BO3)3(OH,Cl)4"
40.78,100,47.57,100,19.62,100,Hongshiite,PtCu
40.66,100,47.30,50,83.48,45,Iridium,"(Ir,Os,Ru,Pt)"
40.66,100,42.21,81,39.89,46,Andreyivanovite,FeCrP
40.64,100,41.80,57,28.90,38,Yuanjiangite,AuSn
40.60,100,45.64,40,35.89,40,Palarstanide,"Pd8(Sn,As)3"
40.60,100,37.77,100,76.81,80,Goldamalgam,"(Au,Ag)Hg"
40.60,100,35.60,42,29.96,25,Kolymite,Cu7Hg6
40.60,100,33.03,100,39.31,80,Marokite,CaMn+++2O4
40.60,100,29.96,100,15.42,90,Svanbergite,SrAl3(PO4)(SO4)(OH)6
40.60,100,35.89,40,45.64,40,Palarstanide,"Pd8(Sn,As)3"
40.59,100,40.47,100,35.55,100,Belendorffite,Cu7Hg6
40.59,100,35.55,100,40.47,100,Belendorffite,Cu7Hg6
40.57,100,18.83,90,20.40,70,Bayerite,Al(OH)3
40.55,100,58.72,60,34.91,60,Manganosite,MnO
40.55,100,34.91,60,58.72,60,Manganosite,MnO
40.47,100,40.59,100,35.55,100,Belendorffite,Cu7Hg6
40.41,100,47.30,70,46.79,70,Auricupride,Cu3Au
40.41,100,39.13,100,79.31,60,Plumbopalladinite,Pd3Pb2
40.41,100,46.79,70,47.30,70,Auricupride,Cu3Au
40.41,100,41.38,100,33.54,100,Kotoite,Mg3B2O6
40.38,100,43.41,90,36.12,90,Palladobismutharsenide,"Pd2(As,Bi)"
40.38,100,36.12,90,43.41,90,Palladobismutharsenide,"Pd2(As,Bi)"
40.36,100,44.25,68,47.23,42,Barringerite,"(Fe,Ni)2P"
40.28,100,72.29,50,43.25,40,Telluropalladinite,Pd9Te4
40.28,100,43.76,80,37.02,70,Rhodarsenide,"(Rh,Pd)2As"
40.28,100,13.14,70,30.01,60,Parasibirskite,Ca2B2O5•(H2O)
40.26,100,42.61,80,43.63,70,Allabogdanite,"(Fe,Ni)2P"
40.26,100,30.06,90,28.31,80,Jordanite,"Pb14(As,Sb)6S23"
40.23,100,70.72,30,38.03,30,Titanium,Ti
40.23,100,38.03,30,70.72,30,Titanium,Ti
40.23,100,50.11,100,28.13,100,Argentite,Ag2S
40.23,100,80.27,100,150.24,90,Tetra-auricupride,AuCu
40.21,100,53.61,92,32.62,77,Pertsevite,Mg2(BO3)F
40.21,100,21.08,100,53.01,75,Gatumbaite,CaAl2(PO4)2(OH)2•(H2O)
40.17,100,110.06,90,69.05,80,Weishanite,"(Au,Ag)3Hg2"
40.13,100,127.73,56,43.98,52,Naldretteite,Pd2Sb
40.11,100,46.66,42,68.08,25,Palladium,"Pd,Pt"
40.11,100,29.04,100,42.78,80,Laitakarite,"Bi4(Se,S)3"
40.04,100,72.74,80,47.30,60,Damiaoite,PtIn2
40.04,70,50.11,70,18.70,70,Fullerite,C60
40.02,100,28.84,40,42.46,20,Poubaite,"PbBi2Se2(Te,S)2"
4-,100,39.64,100,52.65,95,Chondrodite,"(Mg,Fe++)5(SiO4)2(F,OH)2"
39.93,100,62.77,70,36.84,70,Humite,"(Mg,Fe++)7(SiO4)3(F,OH)2"
39.93,100,36.84,70,62.77,70,Humite,"(Mg,Fe++)7(SiO4)3(F,OH)2"
39.87,100,43.52,100,33.13,90,Kutinaite,Cu14Ag6As7
39.86,100,41.78,90,153.71,40,Keithconnite,Pd3-xTe(x=0.14 to 0.43)
39.86,100,29.06,100,42.82,90,Sobolevskite,PdBi
39.80,100,29.67,90,46.79,60,Ungavaite,Pd4Sb3
39.76,100,46.23,53,81.25,33,Platinum,Pt
39.76,100,29.55,90,46.94,60,Genkinite,"(Pt,Pd)4Sb3"
39.73,100,75.16,60,37.38,60,Paraschachnerite,Ag3Hg2
39.73,100,32.85,79,51.16,70,Apatite-(CaOH)-M,"(Ca,Na)5[(P,S)O4]3(OH,Cl)"
39.73,100,37.38,60,75.16,60,Paraschachnerite,Ag3Hg2
39.69,100,23.90,95,39.87,95,Hydroxylclinohumite,"Mg9(SiO4)4(OH,F)2"
39.69,100,39.87,95,23.90,95,Hydroxylclinohumite,"Mg9(SiO4)4(OH,F)2"
39.67,100,40.99,100,58.36,70,Stannopalladinite,"(Pd,Cu)3Sn2 (?)"
39.67,100,41.11,100,58.48,50,Stibiopalladinite,Pd5Sb2
39.64,100,4-,100,52.65,95,Chondrodite,"(Mg,Fe++)5(SiO4)2(F,OH)2"
39.62,100,127.19,60,37.12,50,Schachnerite,Ag1.1Hg0.9
39.51,100,41.56,90,40.38,65,Mertieite-I,"Pd11(Sb,As)4"
39.49,100,41.78,70,46.41,50,Paolovite,Pd2Sn
39.47,100,26.79,80,50.82,78,Malladrite,Na2SiF6
39.44,100,41.72,40,68.48,30,Tatyanaite,"(Pt,Pd,Cu)9Cu3Sn4"
39.31,100,68.42,40,37.12,40,Dyscrasite,Ag3Sb
39.31,100,41.58,90,77.55,80,Cabriite,Pd2SnCu
39.31,100,11.05,100,6.45,100,Connellite,Cu19Cl4(SO4)(OH)32•3(H2O)
39.31,100,6.45,100,11.05,100,Connellite,Cu19Cl4(SO4)(OH)32•3(H2O)
39.31,100,37.12,40,68.42,40,Dyscrasite,Ag3Sb
39.28,100,28.77,100,42.80,75,Tetradymite,Bi2Te2S
39.28,100,26.88,100,16.08,100,Diaboleite,Pb2CuCl2(OH)4
39.28,100,16.08,100,26.88,100,Diaboleite,Pb2CuCl2(OH)4
39.22,100,79.71,100,66.33,90,Atokite,"(Pd,Pt)3Sn"
39.22,100,79.71,100,66.33,90,Rustenburgite,"(Pt,Pd)3Sn"
39.17,100,47.36,73,43.17,69,Monipite,MoNiP
39.13,100,79.63,80,45.55,60,Yixunite,Pt3In
39.13,100,52.94,90,31.94,80,Amakinite,"(Fe++,Mg)(OH)2"
39.13,100,40.41,80,80.43,70,Tongbaite,Cr3C2
39.13,100,37.44,100,33.15,100,Bornhardtite,Co++Co+++2Se4
39.13,100,26.67,100,24.99,80,Alamosite,PbSiO3
39.13,100,33.15,100,37.44,100,Bornhardtite,Co++Co+++2Se4
39.13,100,40.41,100,79.31,60,Plumbopalladinite,Pd3Pb2
39.12,100,41.23,88,39.01,47,Florenskyite,"(Fe,Ni)TiP"
39.12,100,19.20,75,41.89,54,Demartinite,K2[SiF6]
39.05,100,33.06,80,34.44,70,Franklinfurnaceite,"Ca2(Fe+++,Al)Mn+++Mn++3Zn2Si2O10(OH)8"
38.99,100,19.24,80,52.36,60,Muskoxite,Mg7Fe+++4O13•10(H2O)
38.96,100,31.14,80,40.04,70,Hessite,Ag2Te
38.96,100,47.41,100,44.21,99,Ekaterinite,"Ca2B4O7(Cl,OH)2•2(H2O)"
38.89,100,42.63,100,45.52,70,Oregonite,Ni2FeAs2
38.87,100,79.31,90,45.04,80,Zvyagintsevite,Pd3Pb
38.87,100,25.96,70,31.82,40,Averievite,Cu5(VO4)2O2•CuCl2
38.87,100,25.28,90,18.87,90,Cookeite,LiAl4(Si3Al)O10(OH)8
38.87,100,18.87,90,25.28,90,Cookeite,LiAl4(Si3Al)O10(OH)8
38.80,100,56.06,60,70.30,17,Villiaumite,NaF
38.78,80,50.95,80,52.42,80,Felbertalite,Cu2Pb6Bi8S19
38.70,100,34.06,100,31.03,100,Makinenite,NiSe
38.70,100,31.03,100,34.06,100,Makinenite,NiSe
38.70,40,42.70,40,20.29,40,Tischendorfite,Pd8Hg3Se9
38.61,100,18.83,100,22.32,90,Donbassite,Al2[Al2.33][Si3AlO10](OH)8
38.59,100,35.16,40,32.05,30,Cadmium,Cd
38.59,100,31.43,90,28.73,90,Franciscanite-III,"Mn++6V+++++2Si2(O,OH)14"
38.59,100,28.73,90,31.43,90,Franciscanite-VIII,"Mn++3(V+++++,[ ])1-x(SiO4)(O,OH)3(x=0.5)"
38.59,100,28.73,90,31.43,90,Franciscanite-III,"Mn++6V+++++2Si2(O,OH)14"
38.59,100,31.43,90,28.73,90,Franciscanite-VIII,"Mn++3(V+++++,[ ])1-x(SiO4)(O,OH)3(x=0.5)"
38.58,100,42.32,100,29.65,100,Nabiasite,"BaMn9[(V,As)O4]6(OH)2"
38.52,100,19.24,95,52.07,50,Theophrastite,Ni(OH)2
38.44,100,74.40,80,66.65,55,Potarite,PdHg
38.44,100,69.58,35,55.66,17,Tantalum,Ta
38.44,100,41.19,100,43.92,100,Siderazot,Fe5N2
38.44,100,22.15,100,24.43,90,Beryllite,Be3SiO4(OH)2•(H2O)
38.44,100,21.34,100,27.95,80,Widenmannite,Pb2(UO2)(CO3)3
38.44,100,43.92,100,41.19,100,Siderazot,Fe5N2
38.44,100,43.92,100,57.95,100,Siderazot,Fe5N2
38.40,100,58.23,30,63.15,20,Novodneprite,AuPb3
38.40,100,63.15,30,48.62,20,Novodneprite,AuPb3
38.35,100,32.65,90,32.01,90,Jalpaite,Ag3CuS2
38.35,100,32.01,90,32.65,90,Jalpaite,Ag3CuS2
38.27,100,43.25,100,44.83,100,Calcioancylite-(Ce),CaCe(CO3)2(OH)•(H2O)
38.20,100,33.48,90,12.58,85,Tuliokite,BaNa6Th(CO3)6•6(H2O)
38.18,100,44.39,52,77.55,36,Gold,Au
38.17,100,41.97,100,48.85,80,Haxonite,"(Fe,Ni)23C6"
38.12,100,44.28,40,77.47,26,Silver,Ag
38.10,100,78.00,90,44.37,70,Aluminum,Al
38.10,100,77.55,80,44.25,60,Bogdanovite,"(Au,Te,Pb)3(Cu,Fe)"
38.10,100,68.71,70,77.10,60,Moschellandsbergite,Ag2Hg3
38.10,100,33.54,80,35.60,50,Moissanite,SiC
38.07,100,45.16,100,20.97,100,Khaidarkanite,Na0.34Cu4Al3(OH)14F3•2(H2O)
38.02,100,18.59,90,50.85,55,Brucite,Mg(OH)2
37.93,100,108.35,80,43.04,80,Eugenite,Ag9Hg2
37.93,100,77.40,80,44.14,70,Bilibinskite,Au3Cu2PbTe2
37.93,100,4-,60,35.19,40,Allargentum,Ag1-xSbx(x=0.009-0.16)
37.93,100,30.48,60,42.19,50,Hibbingite,"(Fe,Mg)2(OH)3Cl"
37.93,100,43.04,80,108.35,80,Eugenite,Ag9Hg2
37.90,100,18.35,90,33.70,80,Cumengite,Cu20Pb21Cl42(OH)40•6H2O
37.88,100,13.70,76,31.42,55,Drysdallite,"Mo(Se,S)2"
37.78,100,34.85,80,34.51,55,Safflorite,"(Co,Fe)As2"
37.77,100,32.65,80,34.47,60,Poyarkovite,Hg3ClO
37.77,100,22.61,90,23.39,80,Behoite,Be(OH)2
37.77,100,40.60,100,76.81,80,Goldamalgam,"(Au,Ag)Hg"
37.70,100,31.84,80,28.07,80,Karibibite,"Fe+++2As+++4(O,OH)9"
37.70,100,28.07,80,31.84,80,Karibibite,"Fe+++2As+++4(O,OH)9"
37.67,100,15.53,80,16.53,70,Kempite,Mn2Cl(OH)3
37.62,100,43.04,80,24.45,80,Vasilite,"(Pd,Cu)16(S,Te)7"
37.62,100,24.45,80,43.04,80,Vasilite,"(Pd,Cu)16(S,Te)7"
37.60,100,41.99,60,28.68,60,Vernadite,"(Mn++++,Fe+++,Ca,Na)(O,OH)2•n(H2O)"
37.60,100,34.20,100,51.75,90,Trogtalite,CoSe2
37.60,100,32.38,100,23.78,80,Buckhornite,AuPb2BiTe2S3
37.60,100,28.68,60,41.99,60,Vernadite,"(Mn++++,Fe+++,Ca,Na)(O,OH)2•n(H2O)"
37.59,100,31.82,30,80.19,26,Hunchunite,"(Au,Ag)2Pb"
37.55,100,28.99,100,23.39,90,Rohaite,TlCu5SbS2
37.46,100,55.51,80,28.68,80,Cryptomelane,"K(Mn++++,Mn++)8O16"
37.46,100,28.68,80,55.51,80,Cryptomelane,"K(Mn++++,Mn++)8O16"
37.44,100,46.66,100,29.55,100,Chvilevaite,"Na(Cu,Fe,Zn)2S2"
37.44,100,39.13,100,33.15,100,Bornhardtite,Co++Co+++2Se4
37.38,100,21.72,100,34.03,33,Tsumgallite,GaO(OH)
37.36,100,53.85,45,32.20,34,Lime,CaO
